"","Comment.gene_symbols.","Comment.descriptions.","Drug_A.diff.logFC","a_p_val","Drug_C.diff.logFC","c_p_val","Drug_D.diff.logFC","d_p_val"
"893","IL5RA","interleukin 5 receptor, alpha",-0.163053685342832,0.889531203869421,0.0139702598151601,0.930294879481482,-0.202575008484636,0.0924912912302371
"894","RAD18","RAD18 homolog (S. cerevisiae)",0.400227024700902,0.74593931561989,0.374400335150391,0.167006376497928,0.271939450719891,0.19559137141017
"895","RPUSD3","RNA pseudouridylate synthase domain containing 3",0.0656550004419403,0.999975715833619,0.239375946130139,0.119163477345998,0.270260328531323,0.0283726721497073
"896","SEC13","SEC13 homolog (S. cerevisiae)",-0.0371580354526087,0.999975715833619,-0.109266738014168,0.530449956668833,0.104177684640005,0.461086793435153
"897","ATP2B2-IT1","ATP2B2 intronic transcript 1 (non-protein coding)",0.0430345751310566,0.999975715833619,-0.124808854288664,0.422977114226334,-0.187377227087608,0.14409808324348
"898","TMEM40","transmembrane protein 40",-0.0566757572327123,0.999975715833619,-0.169092482199186,0.120753301039368,-0.220920643750163,0.0155979657309618
"899","GRIP2","glutamate receptor interacting protein 2",0.0133733895602859,0.999975715833619,-0.162353414818943,0.152911909352329,-0.262071866107839,0.00995191146932045
"900","RFTN1","raftlin, lipid raft linker 1",0.0711739876093009,0.977909193110411,0.0725782572816485,0.422977114226334,0.0640950443182078,0.385798657768628
"901","PP2D1","protein phosphatase 2C-like domain containing 1",0.160738379879873,0.815939215677239,0.0732602157653761,0.550964307483754,-0.0702171847398008,0.482069407931982
"902","OSBPL10","oxysterol binding protein-like 10",0.226887143549129,0.74593931561989,0.208642234602829,0.172960874635768,-0.159331032862041,0.182711426971169
"903","SUSD5","sushi domain containing 5",0.153240433117099,0.773150995455174,-0.126869215404564,0.227072492898842,-0.213472373622986,0.0222319980522633
"904","PLCD1","phospholipase C, delta 1",0.0354231091336299,0.999975715833619,-0.127996111836564,0.212121142768342,-0.255701619834557,0.00856689817788466
"905","ACAA1","acetyl-CoA acyltransferase 1",0.0983245393882912,0.847293689478361,0.0358553171167584,0.650317558845797,-0.215164506324388,0.00581834775956125
"906","SCN5A","sodium channel, voltage-gated, type V, alpha subunit",0.00898755682803731,0.999975715833619,-0.175003219674355,0.110634891644745,-0.232523019656442,0.0120020389975198
"907","XIRP1","xin actin-binding repeat containing 1",0.0685190325017189,0.999975715833619,-0.0909028017440905,0.398029507534465,-0.033389478498103,0.711046629013358
"908","ULK4","unc-51-like kinase 4 (C. elegans)",0.146066778504427,0.836098734868985,0.236929773949435,0.0711740036107899,0.0542313348316732,0.561492321931025
"909","LYZL4","lysozyme-like 4",0.0884285264701061,0.999975715833619,-0.094292259923054,0.495303587848657,-0.110454701748997,0.324810306650721
"910","SLC6A20","solute carrier family 6 (proline IMINO transporter), member 20",0.0853706386214537,0.999975715833619,-0.0337130575519531,0.829400370375963,-0.337064718246626,0.0150412862760521
"911","C3orf75","chromosome 3 open reading frame 75",0.0442839577424827,0.999975715833619,0.159324202455999,0.11673156526776,0.32480815676305,0.00118720243954828
"912","CDC25A","cell division cycle 25 homolog A (S. pombe)",-0.110297106117679,0.999975715833619,-0.164579190967232,0.414703435283473,1.31926432706262,7.24857883665248e-06
"913","PLXNB1","plexin B1",0.0345409738888378,0.999975715833619,-0.11933928477364,0.233254148541351,-0.154369905923671,0.0648717336045092
"914","IP6K2","inositol hexakisphosphate kinase 2",0.00304806230264631,0.999975715833619,-0.0112039313566292,0.900587758306079,-0.183742245607578,0.01718178500123
"915","SLC25A20","solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",0.23275481068378,0.977909193110411,0.573124395375091,0.102640346336487,0.0815918788023104,0.753663243985851
"916","CCDC71","coiled-coil domain containing 71",-0.0147641902629196,0.999975715833619,-0.00171949493746482,0.987928184079809,0.0626515094734499,0.45367313972814
"917","GPX1","glutathione peroxidase 1",-0.019302661366809,0.999975715833619,-0.0809261897300173,0.634533795847139,-0.22185016184825,0.113495027379582
"918","RN5S130","RNA, 5S ribosomal 130",-0.1878463089613,0.773150995455174,-0.119423233649109,0.349123371766053,-0.214022746904259,0.0495201184905024
"919","MST1","macrophage stimulating 1 (hepatocyte growth factor-like)",-0.0635960110409064,0.999975715833619,-0.188249686256917,0.161831302184457,-0.34529946949784,0.00624847363527192
"920","UBA7","ubiquitin-like modifier activating enzyme 7",-0.065590555421867,0.999975715833619,-0.356647387568194,0.00710345424220697,-0.387225027278206,0.000754662572331162
"921","ZMYND10","zinc finger, MYND-type containing 10",-0.00108533124471588,0.999975715833619,-0.267504332719362,0.042423797854326,-0.285926492791535,0.0074701626317561
"922","TMEM115","transmembrane protein 115",0.131578242375749,0.991386153984675,-0.0749694359673168,0.695758221308891,-0.268201697203161,0.0897492253058169
"923","CACNA2D2","calcium channel, voltage-dependent, alpha 2/delta subunit 2",0.0516708867355158,0.999975715833619,-0.108194174067915,0.241381880866615,-0.168681284149145,0.0346289420012277
"924","C3orf18","chromosome 3 open reading frame 18",0.0317566814612116,0.999975715833619,-0.176863428386249,0.13331513086003,-0.288607757286552,0.00706598567379981
"925","CISH","cytokine inducible SH2-containing protein",-0.119571037375099,0.983864729833498,-0.173777515613587,0.293621855648566,0.115262417608912,0.391731593224536
"926","RN5S132","RNA, 5S ribosomal 132",-0.106660837014473,0.977909193110411,-0.293343518973195,0.0703510619313864,-0.302544025560606,0.0181819700131353
"927","IQCF6","IQ motif containing F6",0.0800723339706586,0.96487126240502,-0.096657386721211,0.297982827173045,-0.208077213314364,0.0150412862760521
"928","C3orf74","chromosome 3 open reading frame 74",0.0918877672015679,0.999975715833619,-0.197453637441038,0.252929561748214,-0.210347615016015,0.136848506861783
"929","SFMBT1","Scm-like with four mbt domains 1",-0.0350045828511529,0.999975715833619,0.0470883945087923,0.693147845938389,0.433538589260803,0.000891849793584205
"930","RFT1","RFT1 homolog (S. cerevisiae)",-0.0604523054461517,0.999975715833619,0.121983461233322,0.242328641095637,-0.0480591800957946,0.5704277080741
"931","ACTR8","ARP8 actin-related protein 8 homolog (yeast)",-0.0208618450141076,0.999975715833619,0.191940375945938,0.184613634461849,0.998266807369682,3.15971530638227e-06
"932","ESRG","embryonic stem cell related (non-protein coding)",-0.13966042141309,0.922757518053154,-0.113415644161187,0.403800598753483,-0.238776017206153,0.0427469857062364
"933","WNT5A","wingless-type MMTV integration site family, member 5A",0.153246136095184,0.80520335563382,-0.0381152601879231,0.741714343091303,-0.031017800938173,0.745426918043625
"934","ARF4","ADP-ribosylation factor 4",-0.0558039081196267,0.999975715833619,0.106166066034277,0.5403448670708,0.30775253868525,0.0398427965094162
"935","FAM116A","family with sequence similarity 116, member A",-0.136709352270564,0.993195501778461,0.174681100686062,0.382498442279162,1.36980641158849,4.95335974334162e-06
"936","DNASE1L3","deoxyribonuclease I-like 3",-0.0933241508229727,0.861603293461612,0.163174984288734,0.0618413547519283,0.108462048293561,0.0851845860505195
"937","C3orf67","chromosome 3 open reading frame 67",0.068507468399666,0.96487126240502,0.0742123077520658,0.353049242426959,0.00209195325859612,0.974777564673313
"938","CADPS","Ca++-dependent secretion activator",-0.00757022056735224,0.999975715833619,-0.105912184860296,0.258222870355365,-0.222904292570356,0.0116144998056793
"939","MAGI1|MAGI1-IT1","membrane associated guanylate kinase, WW and PDZ domain containing 1|MAGI1 intronic transcript 1 (non-protein coding)",0.020836428822979,0.999975715833619,0.00473267982401726,0.967350173065315,-0.23607896909549,0.0128857846539915
"940","SUCLG2","succinate-CoA ligase, GDP-forming, beta subunit",0.0955519328738417,0.973129340436556,0.1993261447924,0.12273465542207,-0.183775185306493,0.0649501257617537
"941","UBA3","ubiquitin-like modifier activating enzyme 3",0.0887498445436705,0.999975715833619,0.406631030047131,0.0351923132561126,0.485056598300247,0.00313430989653347
"942","FOXP1","forkhead box P1",0.435865175729405,0.303559987140304,0.36162494287843,0.0605906190770269,0.209180831491122,0.124933485046526
"943","RYBP","RING1 and YY1 binding protein",0.0632733262126521,0.999975715833619,0.0869590296013882,0.583892794534455,1.42576292848797,5.37432540214719e-07
"944","RN5S136","RNA, 5S ribosomal 136",-0.195590177163339,0.605822319321849,-0.24492991940509,0.0595369065803015,-0.232306342969844,0.0212646710753332
"945","SHQ1","SHQ1 homolog (S. cerevisiae)",-0.070855877302801,0.999975715833619,0.0302365561281084,0.8621722466953,1.26175519678227,2.05739393762562e-06
"946","ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)",0.250746727882319,0.488506287664159,0.169429928360825,0.197495985150274,-0.0778886021068419,0.4544689940675
"947","GBE1","glucan (1,4-alpha-), branching enzyme 1",0.344525291598431,0.773150995455174,0.523306679752951,0.0591378175446538,-0.113465810306746,0.559019473847873
"948","PROS1","protein S (alpha)",0.0792576695573066,0.977909193110411,-0.0104835828667293,0.927185828285652,-0.19644110381334,0.0312800720934416
"949","STX19","syntaxin 19",0.0801689448829261,0.999975715833619,-0.0764361243090503,0.604365203174784,-0.181052641249374,0.134410943275154
"950","ABI3BP","ABI family, member 3 (NESH) binding protein",0.0231395386764679,0.999975715833619,-0.0389488185699292,0.701614223235556,-0.175628783020476,0.0435460488905519
"951","RPL24","ribosomal protein L24",0.000157415827699126,0.999975715833619,-0.0208499163547398,0.872913103454306,0.0118668069445214,0.907488002035443
"952","GUCA1C","guanylate cyclase activator 1C",-0.0563497038989895,0.999975715833619,0.00939072408962383,0.951085881849078,-0.204262500142366,0.0758520473758242
"953","WDR52","WD repeat domain 52",-0.100933668929517,0.966886504352231,0.0483094961979873,0.692308362526989,0.16492424442509,0.0988148829879576
"954","ZBTB20","zinc finger and BTB domain containing 20",-0.118906443037434,0.991386153984675,-0.151675597351389,0.37301005798738,-0.383024959176383,0.0150176260922337
"955","IGSF11","immunoglobulin superfamily, member 11",0.014054692972894,0.999975715833619,-0.160310927605443,0.115103397903841,-0.262796059638934,0.00456735302753885
"956","GSK3B","glycogen synthase kinase 3 beta",0.33243391034033,0.476952658507197,0.643101475972991,0.00316996509216665,0.533356053642785,0.00217429642785933
"957","RABL3","RAB, member of RAS oncogene family-like 3",0.0068419774101951,0.999975715833619,-0.0982817642650531,0.650649681314095,0.481620383289147,0.0151321344468866
"958","IQCB1","IQ motif containing B1",0.194266202566226,0.95950073146674,0.672246372549266,0.0140092228884988,0.810398771082839,0.000809583846105421
"959","KPNA1","karyopherin alpha 1 (importin alpha 5)",0.170039052104919,0.773150995455174,0.103307578073277,0.361862950397993,0.516008935742049,0.000170767218401388
"960","CCDC14","coiled-coil domain containing 14",-0.00666016617771703,0.999975715833619,0.381007536826491,0.044980592372274,0.441199048027343,0.00537741701482998
"961","ALG1L","asparagine-linked glycosylation 1-like",0.00779608806233778,0.999975715833619,0.0294463020649092,0.801286263960834,0.0585680279840535,0.525448599015622
"962","TXNRD3NB|TXNRD3","thioredoxin reductase 3 neighbor|thioredoxin reductase 3",-0.294406645342088,0.364474083510128,-0.12201285507297,0.302797037872709,-0.103361435300345,0.281960977286303
"963","PLXND1","plexin D1",0.121232082760047,0.999975715833619,0.173420484785379,0.447895950598429,-0.0390249221640921,0.837083112452934
"964","SNORA58","small nucleolar RNA, H/ACA box 58",0.00493270191135364,0.999975715833619,0.0482495205678535,0.747474036470575,0.11948254433198,0.317411164868253
"965","C3orf36","chromosome 3 open reading frame 36",0.0477379649629261,0.999975715833619,-0.011140426189244,0.962270898564024,-0.189560890736267,0.261771204646686
"966","RN5S141","RNA, 5S ribosomal 141",-0.0691570809291742,0.999975715833619,0.0637068108945176,0.760851612406604,-0.136368032669139,0.412209212672198
"967","MSL2","male-specific lethal 2 homolog (Drosophila)",-0.0180336610457523,0.999975715833619,-0.112915937796449,0.271156607107372,0.22988246175392,0.015124144619701
"968","FOXL2","forkhead box L2",-0.00898634376653806,0.999975715833619,-0.201241597473885,0.251644042652543,-0.230342528406172,0.111116504722272
"969","PRR23A","proline rich 23A",0.027979337657416,0.999975715833619,-0.249362828470425,0.0456587809866154,-0.215573034192111,0.0217894016426387
"970","NMNAT3","nicotinamide nucleotide adenylyltransferase 3",-0.00933250323116219,0.999975715833619,-0.136811510557906,0.219957174648205,-0.196202237487316,0.0387954632133409
"971","PAQR9","progestin and adipoQ receptor family member IX",-0.0446251905221162,0.999975715833619,-0.255247366379726,0.0767034831375676,-0.24383501241806,0.0275701492458075
"972","PLSCR1","phospholipid scramblase 1",-0.00631301814509588,0.999975715833619,-0.0736614452492155,0.425149914409712,-0.144043958765022,0.0656448930134015
"973","PLSCR5","phospholipid scramblase family, member 5",0.0403043975099568,0.999975715833619,-0.0363234008203941,0.741996931697283,-0.0989032052965704,0.261910020354811
"974","TM4SF1","transmembrane 4 L six family member 1",0.0691632836676286,0.999975715833619,-0.100576081297976,0.396073318702662,-0.173962735567995,0.0805582739894389
"975","TMEM14E","transmembrane protein 14E",0.311195220689736,0.607666105101128,0.35562757552576,0.082655778849015,0.367760429008537,0.0219455058534192
"976","DHX36","DEAH (Asp-Glu-Ala-His) box polypeptide 36",-0.00690510821529333,0.999975715833619,0.320553263943441,0.101446621932636,1.22323520560944,3.49620660417319e-06
"977","SSR3","signal sequence receptor, gamma (translocon-associated protein gamma)",-0.0640351059225672,0.999975715833619,-0.0929800672247669,0.44182338488113,0.0510909145830354,0.607379791860237
"978","VEPH1","ventricular zone expressed PH domain homolog 1 (zebrafish)",0.0135287147299068,0.999975715833619,-0.0225811505218796,0.802999212221088,-0.145860055584613,0.0512542705975954
"979","KPNA4","karyopherin alpha 4 (importin alpha 3)",0.149199091631854,0.907631296873123,0.0625219655567442,0.652157187218834,0.438978655229354,0.00232740558555283
"980","SCARNA7","small Cajal body-specific RNA 7",-0.353730202405087,0.773150995455174,-0.387364586153598,0.133554678783326,-0.35005683247058,0.0803679014809522
"981","SPTSSB","serine palmitoyltransferase, small subunit B",0.0783294339595546,0.9758072769857,-0.0583765410053112,0.552126606651697,-0.187685622891055,0.029317802548885
"982","SLITRK3","SLIT and NTRK-like family, member 3",-0.0410357179364036,0.999975715833619,-0.146548031280177,0.298921195038246,-0.28069895920731,0.0256250626906639
"983","SLC7A14","solute carrier family 7 (orphan transporter), member 14",-0.0098859695410578,0.999975715833619,-0.168028881825765,0.192493673914023,-0.340649238762904,0.00602952075913202
"984","RPL22L1","ribosomal protein L22-like 1",0.0705766064795368,0.999975715833619,0.00102952378962318,0.995819308914947,0.156474297094216,0.272333931902952
"985","SLC2A2","solute carrier family 2 (facilitated glucose transporter), member 2",0.174930658474853,0.773150995455174,0.0648281680113798,0.585094457492846,-0.135663267206421,0.164447655787788
"986","TNIK","TRAF2 and NCK interacting kinase",0.0158265374433286,0.999975715833619,0.171150353294966,0.519078541144945,-0.710802315504649,0.00640126360208308
